Date,Description,Amount,Schedule C Category
01-26-21,ATM Withdrawal 1610 POSEY LANE SULPHUR SPRI NT #4349,-400,Owners Draw
01-26-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #0759,-30.02,Meals
01-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-170.2,COGS:Materials & Supplies
01-26-21,Debit Card RUSH TRK CTR TEX 9038385750 T #4349,-237.49,COGS:Materials & Supplies
01-26-21,Debit Card Amazon Kids+*VX8 888-802-3080 W #4349,-7.45,Owners Draw
01-26-21,Debit Card VZWRLSS*MY VZ VE 800-922-0204 F #4349,-159.56,Utilities:Phone
01-26-21,Cash Roundup Transfer,-3.28,Miscellaneous Expenses
01-26-21,Check 3192,-750,Paid Checks
01-27-21,Deposit,1210,Business Income
01-27-21,Deposit,225,Business Income
01-27-21,ACH Square Inc 210127 P2,7404.02,Business Income
01-27-21,Debit Card Rev LTG TEXARKANA TR NASH T #4349,42.42,COGS:Materials & Supplies
01-27-21,Debit Card Rev HOPKINS MINOR EM SULPHUR SPRI NT #0759,35,Owners Draw
01-27-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.89,Business Supplies
01-27-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-29.94,Business Supplies
01-27-21,Debit Card CHICK-FIL-A #041 SULPHUR SPRI NT #4349,-43.03,Meals
01-27-21,Debit Card PRICE INTERNATIO 903-5979363 T #4349,-890.89,COGS:Materials & Supplies
01-27-21,Debit Card HOPKINS MINOR EM SULPHUR SPRI NT #0759,-210,COGS:Materials & Supplies
01-27-21,Debit Card STATE FARM INSU 8009566310 I #4349,-342.67,Business Insurance
01-27-21,Debit Card AMAZON.COM*9N7M8 SEATTLE W #4349,-36.81,Business Supplies
01-27-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
01-27-21,IB INTERNET TRANSFER TO ACCOUNT *6860,-1500,Account Transfers
01-27-21,IB INTERNET TRANSFER TO ACCOUNT *7478,-950,Account Transfers
01-27-21,ACH LTG TEXARKANA T PURCHASE TELECHK 800-697-926 CK 3196,-572.43,Repairs & Maintenance:Equipment
01-27-21,Cash Roundup Transfer,-1.95,Miscellaneous Expenses
01-27-21,Check 3175,-160,Paid Checks
01-27-21,Check 3194,-1050,Paid Checks
01-27-21,3197,-250,Paid Checks
01-28-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-66.01,Vehicle Expenses:Fuel
01-28-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-44.94,Business Supplies
01-28-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-8.16,Vehicle Expenses:Fuel
01-28-21,Debit Card BODACIOUS BBQ SULPHUR SPRI NT #4349,-14.17,Meals
01-28-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #0759,-55.9,Meals
01-28-21,Debit Card O'REILLY AUTO PA SULPHUR SPRI NT #4349,-24.89,COGS:Materials & Supplies
01-28-21,Debit Card PAYPAL *PEARSONE 8009477700 N #4349,-85.39,Office Expenses:Software
01-28-21,Debit Card CITY OF SULPHUR SULPHUR SPRI NT #4349,-219.43,Utilities:Water
01-28-21,Debit Card CITY OF SULPHUR SULPHUR SPRI NT #4349,-335.02,Utilities:Water
01-28-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-12.95,Meals
01-28-21,Debit RCR PAYPAL *MCGRAWHI 4029357733 N #4349,-106.08,Office Expenses:Software
01-28-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-17.31,Owners Draw
01-28-21,Debit RCR Subway 12013 9038857990 T #4349,-27.04,Meals
01-28-21,Debit RCR SUDDENLINK 7707 877-794-2724 N #4349,-400,Utilities:Internet
01-28-21,ACH BB&T LOAN PHONEPYMNT,-505.92,Loan Payments
01-28-21,Cash Roundup Transfer,-7.71,Miscellaneous Expenses
01-28-21,Check 2935,-60,Paid Checks
01-29-21,Deposit,5105,Business Income
01-29-21,ACH Square Inc 210129 P2,120.95,Business Income
01-29-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,28.79,COGS:Materials & Supplies
01-29-21,Debit Card E-Z MART 4282 SULPHUR SPRI NT #0759,-13.35,Vehicle Expenses:Fuel
01-29-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-59.98,Business Supplies
01-29-21,Debit Card SQ *TEXAS TEN ST Saltillo T #4349,-100,Meals
01-29-21,Debit Card PRICE INTERNATIO 903-5979363 T #4349,-1850.81,COGS:Materials & Supplies
01-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-50.4,COGS:Materials & Supplies
01-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-241.69,COGS:Materials & Supplies
01-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-27.93,COGS:Materials & Supplies
01-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-17.49,COGS:Materials & Supplies
01-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-12.01,COGS:Materials & Supplies
01-29-21,Debit Card DAIRY QUEEN #146 SULPHUR SPRI NT #4349,-44.87,Meals
01-29-21,Debit Card SQ *TEXAS TEN ST Mount Vernon T #4349,-100,Meals
01-29-21,Debit Card SQ *HEAVENLY FLO Sulphur Spri nT #0759,-178.45,Owners Draw
01-29-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-15,Meals
01-29-21,ACH WEX INC FLEET DEBI,-650,Vehicle Expenses:Fuel
01-29-21,Cash Roundup Transfer,-4.02,Miscellaneous Expenses
01-29-21,Check 3198,-800,Paid Checks
02-01-21,Deposit,4333.71,Business Income
02-01-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-15.74,Business Supplies
02-01-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-31.18,Business Supplies
02-01-21,Debit Card HOPKINS C 129 HI SULPHUR SPRI NT #4349,-106.82,Business Supplies
02-01-21,Debit Card DONUT SUPREME SULPHUR SPRI NT #0759,-17.1,Owners Draw
02-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-01-21,Debit Card SQ *TEXAS TEN ST Mount Vernon T #4349,-125,Meals
02-01-21,Debit Card MDSAVE MEDICAL 877-4612491 T #0759,-75,Owners Draw
02-01-21,Debit Card SQ *TEXAS TEN ST Saltillo T #4349,-150,Meals
02-01-21,Debit Card SQ *TEXAS TEN ST Mount Vernon T #4349,-100,Meals
02-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-01-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-200,Owners Draw
02-01-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-142.19,COGS:Materials & Supplies
02-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
02-01-21,Debit Card APPLE.COM/BILL C #4349,-21.64,Owners Draw
02-01-21,Debit Card INSTACART SAN FRANCISC OC #4349,-200.9,Owners Draw
02-01-21,Debit Card CHICKEN EXPRESS- SULPHUR SPRI NT #0759,-58.09,Meals
02-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-01-21,Debit Card AMAZON.COM*M62K5 SEATTLE W #4349,-16.49,Business Supplies
02-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
02-01-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-100,Owners Draw
02-01-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-22.71,Owners Draw
02-01-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-47.59,Owners Draw
02-01-21,ACH ACUITY INS PREM,-1445.71,Business Insurance
02-01-21,ACH CAPITAL ONE MOBILE PMT,-125,Owners Draw
02-01-21,Cash Roundup Transfer,-6.45,Miscellaneous Expenses
02-01-21,Check 2624,-900,Paid Checks
02-01-21,Check 2934,-48,Paid Checks
02-01-21,Check 3199,-500,Paid Checks
02-02-21,Deposit,315,Business Income
02-02-21,ACH Square Inc 210202 P2,381.19,Business Income
02-02-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,114.98,COGS:Materials & Supplies
02-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.89,Business Supplies
02-02-21,Debit Card DOLLAR-GE 518 MA SULPHUR SPRI NT #4349,-29.23,Business Supplies
02-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-67.11,Business Supplies
02-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-21.68,Business Supplies
02-02-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-250.64,COGS:Materials & Supplies
02-02-21,Debit Card RUSH TRK CTR TYL 9035250500 T #4349,-116.8,COGS:Materials & Supplies
02-02-21,Debit Card AMAZON.COM*VO9QL SEATTLE W #4349,-65.68,Business Supplies
02-02-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
02-02-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-28.12,Owners Draw
02-02-21,Withdrawal,-1200,Owners Draw
02-02-21,Cash Roundup Transfer,-4.03,Miscellaneous Expenses
02-03-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.47,Business Supplies
02-03-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-8.34,Business Supplies
02-03-21,Debit Card LTG TEXARKANA TR NASH T #4349,-144.88,Repairs & Maintenance:Equipment
02-03-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #4349,-20.19,Meals
02-03-21,Debit Card HALL VOLVO GMC TYLER T #4349,-203.73,COGS:Materials & Supplies
02-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-55.86,COGS:Materials & Supplies
02-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-108.58,COGS:Materials & Supplies
02-03-21,Debit Card CHILI'S SULPHUR SULPHUR SPRI NT #4349,-72.26,Meals
02-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-03-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-45.43,Owners Draw
02-03-21,Cash Roundup Transfer,-4.62,Miscellaneous Expenses
02-03-21,Check 3308,-250,Paid Checks
02-03-21,Check 3309,-1050,Paid Checks
02-04-21,ACH Square Inc 210204 P2,504.22,Business Income
02-04-21,Debit Card JOE BOBS #2 SULPHUR SPRI NT #4349,-15.54,Vehicle Expenses:Fuel
02-04-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-67.11,COGS:Materials & Supplies
02-04-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-30.9,COGS:Materials & Supplies
02-04-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-18.44,COGS:Materials & Supplies
02-04-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-4.19,COGS:Materials & Supplies
02-04-21,Debit Card MEDPOST-ROCKWALL ROCKWALL T #0759,-150,Owners Draw
02-04-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
02-04-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-41.1,Owners Draw
02-04-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-14.06,Owners Draw
02-04-21,Cash Roundup Transfer,-4.84,Miscellaneous Expenses
02-05-21,Deposit,915,Business Income
02-05-21,ACH Square Inc 210205 P2,815.52,Business Income
02-05-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-32.55,Vehicle Expenses:Fuel
02-05-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-30.25,Business Supplies
02-05-21,Debit Card ERIC JONES SNAP PITTSBURG T #4349,-50,Owners Draw
02-05-21,Debit Card QT 983 GREENVILLE T #4349,-11.32,Vehicle Expenses:Fuel
02-05-21,Debit Card LIBERTY POWER HO 866-7693799 F #0759,-117.52,Utilities:Electricity
02-05-21,Debit Card PRICE INTERNATIO 903-5979363 T #4349,-498.36,COGS:Materials & Supplies
02-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-46.99,COGS:Materials & Supplies
02-05-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-05-21,Debit Card AMAZON.COM*6G41O SEATTLE W #4349,-7.57,Business Supplies
02-05-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-05-21,Withdrawal,-380,Owners Draw
02-05-21,Cash Roundup Transfer,-3.8,Miscellaneous Expenses
02-08-21,Deposit,4197.5,Business Income
02-08-21,IB INTERNET TRANSFER FROM ACCOUNT *8069,150,Account Transfers
02-08-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-17.85,Vehicle Expenses:Fuel
02-08-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-21.56,Business Supplies
02-08-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-63.92,Business Supplies
02-08-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-16.24,Vehicle Expenses:Fuel
02-08-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-8.08,Business Supplies
02-08-21,Debit Card TIERRA DEL SOL SULPHUR SPRI NT #4349,-45.9,Meals
02-08-21,Debit Card BODACIOUS BBQ SULPHUR SPRI NT #4349,-41.35,Meals
02-08-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #4349,-9.41,Meals
02-08-21,Debit Card COLLEGE PAY AMARILLO T #4349,-102.75,Owners Draw
02-08-21,Debit Card COLLEGE PAY AMARILLO T #4349,-2.52,Owners Draw
02-08-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #4349,-13.78,Meals
02-08-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-100,COGS:Materials & Supplies
02-08-21,Debit Card MUDDY JAKES SULPHUR S T #4349,-23.82,Meals
02-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-31.1,Meals
02-08-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-5.78,COGS:Materials & Supplies
02-08-21,Debit Card EXXONMOBIL 45 SULPHUR SPRI NT #4349,-13.93,Vehicle Expenses:Fuel
02-08-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-200,Owners Draw
02-08-21,Debit Card SQ *NORTHCUTT DO Sulphur Spri nT #4349,-12.99,Owners Draw
02-08-21,Debit Card INSTACART SAN FRANCISC OC #4349,-340.14,Owners Draw
02-08-21,Debit Card CANHELP SULPHUR SPRI NT #0759,-72.53,Business Supplies
02-08-21,Debit Card BROOKSHIRES 13 SULPHUR SPRI NT #4349,-18.48,Business Supplies
02-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.91,Meals
02-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-1.41,Meals
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-82.24,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-42.19,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-54.11,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-14.06,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-14.06,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-14.06,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-14.06,Owners Draw
02-08-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-46.53,Owners Draw
02-08-21,Withdrawal,-750,Owners Draw
02-08-21,Withdrawal,-350,Owners Draw
02-08-21,Automatic Loan Pmt LN PyXXXXXX0645 1,-262.22,Loan Payments
02-08-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-69.42,Owners Draw
02-08-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-22.98,Owners Draw
02-08-21,Cash Roundup Transfer,-15.6,Miscellaneous Expenses
02-08-21,Check 3311,-900,Paid Checks
02-08-21,Check 3312,-500,Paid Checks
02-09-21,ATM Withdrawal 8501 GREENWOOD ROAD GREENWOOD L #4349,-203.95,Owners Draw
02-09-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-20.19,Vehicle Expenses:Fuel
02-09-21,Debit Card TA #237 GREENWOO GREENWOOD L #4349,-22.01,Vehicle Expenses:Fuel
02-09-21,Debit Card DAIRY QUEEN - 44 SULPHUR SPRI NT #0759,-22.78,Meals
02-09-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-132.44,COGS:Materials & Supplies
02-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
02-09-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-10.81,Office Expenses:Software
02-09-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-18.38,Office Expenses:Software
02-09-21,Debit RCR PAYPAL *BEDFORDF 4029357733 N #4349,-60.61,Financial Fees:Payment Processing
02-09-21,ACH DELUXE CHECK CHECK/ACC,-79.75,Paid Checks
02-09-21,Cash Roundup Transfer,-3.96,Miscellaneous Expenses
02-09-21,Check 2936,-40,Paid Checks
02-09-21,Check 3310,-1086.6,Paid Checks
02-10-21,Debit Card Rev PRICE INTERNATIO 903-5979363 T #4349,330,Uncategorized
02-10-21,Debit Card Rev CHEGG ORDER 8558681054 C #0759,441.63,Uncategorized
02-10-21,Debit Card QT 935 INSIDE 20 ROCKWALL T #4349,-20.91,Vehicle Expenses:Fuel
02-10-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-45.57,Business Supplies
02-10-21,Debit Card BLACKJACK DISPOS MESQUITE T #4349,-518.52,Repairs & Maintenance:Cleaning
02-10-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
02-10-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-45.4,Office Expenses:Software
02-10-21,Debit RCR Microsoft*Micros msbill.info W #4349,-106.74,Office Expenses:Software
02-10-21,Cash Roundup Transfer,-2.04,Miscellaneous Expenses
02-10-21,Check 3313,-1100,Paid Checks
02-10-21,Check 3314,-250,Paid Checks
02-11-21,ACH Square Inc 210211 P2,960.21,Business Income
02-11-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-38.25,Vehicle Expenses:Fuel
02-11-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #0759,-21.95,Meals
02-11-21,Debit Card PAYPAL *BAINBOUT 4029357733 C #4349,-61.88,Financial Fees:Payment Processing
02-11-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-197.48,COGS:Materials & Supplies
02-11-21,Debit Card PAYPAL *DIVADARL 4029357733 C #4349,-20,Financial Fees:Payment Processing
02-11-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
02-11-21,ACH CAPITAL ONE MOBILE PMT,-125,Owners Draw
02-11-21,ACH CAPITAL ONE MOBILE PMT,-125,Owners Draw
02-11-21,Cash Roundup Transfer,-1.62,Miscellaneous Expenses
02-12-21,Deposit,200,Business Income
02-12-21,Deposit,350,Business Income
02-12-21,ACH Square Inc 210212 P2,1372.77,Business Income
02-12-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #4349,-100,Owners Draw
02-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-76.15,COGS:Materials & Supplies
02-12-21,Debit Card HARBOR FREIGHT T SULPHUR SPRI NT #4349,-175.32,COGS:Materials & Supplies
02-12-21,Debit Card INSTACART SAN FRANCISC OC #4349,-100,Owners Draw
02-12-21,Debit Card INSTACART SAN FRANCISC OC #4349,-15.4,Owners Draw
02-12-21,Debit Card INSTACART SAN FRANCISC OC #4349,-8.1,Owners Draw
02-12-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-20,Owners Draw
02-12-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-9.6,Meals
02-12-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-33.49,Office Expenses:Software
02-12-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-19.45,Office Expenses:Software
02-12-21,Debit RCR NETFLIX.COM NETFLIX.COM C #4349,-19.2,Owners Draw
02-12-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-7.57,Office Expenses:Software
02-12-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-32.44,Office Expenses:Software
02-12-21,Debit RCR Amazon Prime*ZA6 Amzn.com/bil lW #4349,-14.06,Owners Draw
02-12-21,Cash Roundup Transfer,-7.22,Miscellaneous Expenses
02-16-21,Deposit,4755,Business Income
02-16-21,ACH Square Inc 210215 P2,216.1,Business Income
02-16-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #4349,-100,Owners Draw
02-16-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-10.87,Business Supplies
02-16-21,Debit Card JOE BOB'S #5 COMO T #4349,-15.47,Owners Draw
02-16-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-15.65,Vehicle Expenses:Fuel
02-16-21,Debit Card KYLE'S KWIK STOP LONGVIEW T #4349,-4.34,Vehicle Expenses:Fuel
02-16-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-26.47,Vehicle Expenses:Fuel
02-16-21,Debit Card WM SUPERCENTER # SULPHUR SPRI NT #4349,-194.03,Business Supplies
02-16-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-16.24,Vehicle Expenses:Fuel
02-16-21,Debit Card Sulphur S Sulphu Sulphur Spri nT #4349,-6.48,Business Supplies
02-16-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-15.65,Vehicle Expenses:Fuel
02-16-21,Debit Card CVS/PHARM 07439- Sulphur Spri nT #4349,-3.19,Business Supplies
02-16-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #4349,-12.38,Meals
02-16-21,Debit Card TIERRA DEL SOL SULPHUR SPRI NT #4349,-65,Meals
02-16-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #4349,-7.89,Meals
02-16-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-100,COGS:Materials & Supplies
02-16-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #4349,-10.92,Meals
02-16-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-200,Owners Draw
02-16-21,Debit Card Wal-Mart Super C SULPHUR SPRI NT #4349,-23.75,Business Supplies
02-16-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-43,Meals
02-16-21,Debit Card AMAZON.COM*5J767 SEATTLE W #4349,-257.07,Business Supplies
02-16-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-45.4,Office Expenses:Software
02-16-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-51.88,Office Expenses:Software
02-16-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-12.97,Office Expenses:Software
02-16-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-7.57,Office Expenses:Software
02-16-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-10.81,Office Expenses:Software
02-16-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-14.05,Office Expenses:Software
02-16-21,IB INTERNET TRANSFER TO ACCOUNT *9922,-450,Account Transfers
02-16-21,Cash Roundup Transfer,-9.92,Miscellaneous Expenses
02-17-21,ACH Square Inc 210217 P2,432.2,Business Income
02-17-21,Debit Card JON'S MINI MART SLPHUR SPRIN GT #4349,-75,Owners Draw
02-17-21,Debit Card JON'S MINI MART SLPHUR SPRIN GT #4349,-21.63,Owners Draw
02-17-21,Debit Card JON'S MINI MART SLPHUR SPRIN GT #4349,-42,Owners Draw
02-17-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-34.77,Vehicle Expenses:Fuel
02-17-21,Debit Card NOYO INC SULPHUR SPRI NT #4349,-34.19,Business Supplies
02-17-21,Debit Card Prime Video*MW60 888-802-3080 W #4349,-7.57,Owners Draw
02-17-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-24.99,COGS:Materials & Supplies
02-17-21,Debit Card 159 BRAUMS STORE SULPHUR SPRI NT #4349,-35.12,Owners Draw
02-17-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-52.69,COGS:Materials & Supplies
02-17-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-48.87,COGS:Materials & Supplies
02-17-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-46.5,Office Expenses:Software
02-17-21,ACH ATMOS ENERGY SGL UTIL PYMT,-230.31,Utilities:Gas
02-17-21,ACH ENGIE RESOURCES 9033486408,-350,Utilities:Gas
02-17-21,Cash Roundup Transfer,-3.67,Miscellaneous Expenses
02-18-21,Debit Card WM SUPERCENTER # SULPHUR SPRI NT #4349,-84.8,Business Supplies
02-18-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-129.82,Business Supplies
02-18-21,Debit Card STAR MART # 5 SULPHUR SPRI NT #4349,-17.94,Vehicle Expenses:Fuel
02-18-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #4349,-19.57,Meals
02-18-21,Debit Card 159 BRAUMS STORE SULPHUR SPRI NT #4349,-9.49,Owners Draw
02-18-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-5.4,Office Expenses:Software
02-18-21,Debit RCR HLU*HULU 1339504 HULU.COM/BIL LC #4349,-80.08,Owners Draw
02-18-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-2.99,Office Expenses:Software
02-18-21,ACH LOANCARE SERV MTG PYMT,-507.69,Owners Draw
02-18-21,Cash Roundup Transfer,-2.91,Miscellaneous Expenses
02-19-21,Deposit,1610,Business Income
02-19-21,Debit Card REHKOPF FAMILY F SULPHUR SPRI NT #4349,-3.83,Owners Draw
02-19-21,Debit Card JOE BOB #3 SULPHUR SPRI NT #4349,-23.8,Owners Draw
02-19-21,Debit Card PAYPAL *TINYSUPE 4029357733 M #4349,-25,Financial Fees:Payment Processing
02-19-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-161.92,COGS:Materials & Supplies
02-19-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-42.27,COGS:Materials & Supplies
02-19-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-21.64,Office Expenses:Software
02-19-21,Cash Roundup Transfer,-1.54,Miscellaneous Expenses
02-22-21,Deposit,2270.37,Business Income
02-22-21,Deposit,2700,Business Income
02-22-21,ACH Square Inc 210222 P2,887.58,Business Income
02-22-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #4349,-160,Owners Draw
02-22-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
02-22-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-504.25,Owners Draw
